"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","sales","salary"
"13611",0.51,0.97,4,258,2,0,0,0,"sales","medium"
"11958",0.57,0.64,4,226,7,0,0,0,"sales","low"
"649",0.45,0.54,2,129,3,0,1,0,"technical","medium"
"3325",0.86,0.82,2,207,4,1,0,0,"technical","low"
"1425",0.45,0.48,2,149,3,0,1,0,"support","low"
"1280",0.85,0.84,5,272,6,0,1,0,"technical","medium"
"83",0.79,0.59,4,139,3,0,1,1,"management","low"
"14473",0.82,0.97,5,263,5,0,1,0,"hr","medium"
"8845",0.22,0.8,4,149,5,0,0,0,"product_mng","medium"
"14181",0.6,0.85,3,242,2,0,0,0,"IT","low"
"6645",0.64,0.9,5,279,5,0,0,0,"management","medium"
"3858",0.71,0.68,4,221,4,0,0,0,"technical","medium"
"7172",0.76,0.6,3,140,2,0,0,0,"RandD","low"
"12478",0.09,0.79,6,275,4,0,1,0,"sales","low"
"1417",0.11,0.85,6,295,4,0,1,0,"technical","low"
"1801",0.09,0.78,6,263,4,0,1,0,"technical","low"
"14496",0.38,0.47,2,144,3,0,1,0,"support","low"
"2676",0.87,0.9,4,214,3,0,0,0,"technical","medium"
"14919",0.09,0.89,6,282,4,0,1,0,"support","low"
"11987",0.48,0.5,5,142,4,0,0,0,"IT","medium"
"10086",0.15,0.8,5,121,5,0,0,0,"sales","medium"
"9483",0.63,0.88,4,260,2,0,0,0,"sales","low"
"12963",0.84,0.96,6,155,5,0,0,0,"product_mng","medium"
"8953",0.49,0.93,3,226,3,0,0,0,"sales","low"
"12357",0.41,0.55,2,154,3,0,1,0,"support","low"
"3758",0.63,0.89,4,192,2,0,0,0,"sales","high"
"5526",0.24,0.5,4,232,3,0,0,1,"accounting","high"
"10557",0.9,0.76,4,252,4,0,0,0,"sales","medium"
"14649",0.43,0.53,2,160,3,0,1,0,"support","low"
"5012",0.52,0.54,5,239,3,0,0,0,"support","medium"
"13733",0.77,0.63,4,236,7,0,0,0,"IT","medium"
"14947",0.1,0.84,5,303,5,0,1,0,"accounting","medium"
"8173",0.77,0.74,6,247,3,0,0,0,"management","low"
"2875",0.54,0.95,3,221,3,0,0,0,"support","medium"
"11676",0.17,0.61,6,154,10,1,0,0,"sales","medium"
"13714",0.6,0.52,3,183,2,0,0,0,"support","low"
"7933",0.17,0.85,3,234,3,0,0,0,"RandD","low"
"11597",0.59,0.59,4,197,7,0,0,0,"IT","medium"
"9361",0.75,0.55,5,204,3,0,0,0,"support","low"
"1468",0.1,0.89,7,272,4,0,1,0,"sales","medium"
"13287",0.82,0.89,4,239,2,0,0,0,"product_mng","medium"
"7657",0.53,0.71,3,125,2,1,0,0,"sales","low"
"13010",0.6,0.66,4,132,4,0,0,0,"technical","medium"
"9448",0.69,0.83,5,225,3,0,0,0,"management","low"
"528",0.09,0.9,7,289,4,0,1,0,"product_mng","low"
"3275",0.88,0.52,5,264,4,0,0,0,"product_mng","medium"
"6321",0.64,0.81,2,226,2,0,0,0,"IT","medium"
"13219",0.49,0.67,2,190,8,0,0,0,"marketing","medium"
"14872",0.44,0.5,2,130,3,0,1,0,"support","medium"
"865",0.1,0.94,6,260,4,0,1,0,"sales","low"
"3749",0.8,0.58,5,127,3,0,0,0,"sales","low"
"5764",0.96,0.66,3,230,3,0,0,0,"technical","low"
"4901",0.83,0.87,5,233,3,0,0,0,"sales","low"
"12785",0.2,0.69,6,236,4,0,0,0,"technical","low"
"13972",0.32,0.48,4,117,10,0,0,1,"marketing","medium"
"2601",0.99,0.97,3,257,2,0,0,0,"marketing","medium"
"2889",0.66,0.75,4,203,3,1,0,0,"IT","low"
"12851",0.75,0.83,4,133,4,0,0,0,"hr","high"
"7921",0.5,0.65,5,285,6,0,0,0,"management","high"
"4482",0.75,0.65,4,148,2,0,0,0,"support","low"
"3495",0.92,0.93,4,247,2,0,0,0,"management","medium"
"3313",0.82,0.65,4,210,2,0,0,0,"accounting","medium"
"14510",0.45,0.48,2,136,3,0,1,0,"product_mng","medium"
"8282",0.21,0.55,4,189,2,0,0,0,"technical","low"
"11049",0.29,0.39,6,105,6,0,0,0,"technical","medium"
"13848",0.41,0.67,6,221,10,0,0,0,"marketing","medium"
"11498",0.54,0.76,3,183,3,0,0,0,"sales","low"
"14209",0.85,0.54,3,185,10,0,0,1,"management","high"
"12140",0.73,0.87,5,257,5,0,1,0,"IT","low"
"2355",0.79,0.74,5,172,2,0,0,0,"product_mng","low"
"9799",0.73,0.6,3,252,4,1,0,0,"sales","low"
"10668",0.79,0.87,3,194,2,0,0,0,"technical","medium"
"11214",0.93,0.95,5,176,6,0,0,1,"accounting","medium"
"2836",0.73,0.41,2,231,6,1,0,0,"sales","medium"
"504",0.43,0.51,2,155,3,0,1,0,"technical","medium"
"3437",0.15,0.36,5,159,2,0,0,0,"accounting","low"
"9775",0.71,0.81,3,141,3,0,0,0,"support","medium"
"2756",0.47,0.55,4,122,5,1,0,0,"marketing","medium"
"13811",0.64,0.67,2,223,3,0,0,0,"product_mng","medium"
"9648",0.69,0.68,4,214,4,0,0,0,"accounting","low"
"4346",0.79,0.49,5,210,3,0,0,0,"IT","medium"
"2326",0.58,0.55,5,206,3,0,0,0,"technical","medium"
"1145",0.43,0.45,2,140,3,0,1,0,"sales","low"
"4708",0.49,0.48,4,249,3,0,0,0,"support","medium"
"3221",0.74,0.59,3,274,3,0,0,0,"sales","medium"
"6300",0.83,0.72,3,259,2,0,0,0,"technical","medium"
"782",0.91,0.96,4,232,5,0,1,0,"sales","low"
"3880",0.88,0.87,5,257,3,0,0,0,"IT","medium"
"13580",0.56,0.67,3,270,2,0,0,0,"sales","medium"
"2026",0.84,0.43,6,246,4,0,0,0,"technical","medium"
"14148",0.53,0.8,2,225,7,1,0,1,"management","high"
"14589",0.44,0.56,2,158,3,0,1,0,"accounting","medium"
"3462",0.77,0.65,4,164,2,0,0,0,"sales","medium"
"884",0.37,0.51,2,128,3,0,1,0,"technical","medium"
"8604",0.53,0.49,4,192,2,0,0,0,"support","low"
"11118",0.45,0.55,4,206,2,0,0,0,"sales","low"
"11241",0.78,0.89,4,272,2,0,0,0,"support","low"
"2795",0.13,0.89,4,249,6,1,0,0,"support","medium"
"5566",0.84,0.84,6,261,5,0,0,0,"product_mng","low"
"14481",0.38,0.86,6,139,6,0,1,0,"technical","medium"
"3872",0.57,0.5,4,230,2,0,0,0,"technical","low"
"7215",0.57,0.98,3,236,3,1,0,0,"technical","medium"
"57",0.11,0.94,7,255,4,0,1,0,"support","low"
"11736",0.89,0.77,5,232,3,0,0,0,"sales","low"
"1519",0.89,0.98,5,274,5,0,1,0,"product_mng","medium"
"12773",0.31,0.77,4,149,3,0,1,0,"sales","medium"
"12449",0.36,0.48,2,159,3,0,1,0,"product_mng","low"
"7031",0.71,0.96,5,135,4,1,0,0,"marketing","low"
"3916",0.89,0.93,5,191,4,0,0,0,"sales","low"
"10222",0.53,0.75,4,240,4,0,0,0,"product_mng","low"
"5979",0.56,0.83,5,275,2,0,0,0,"sales","medium"
"13858",0.88,0.51,3,211,7,0,0,0,"sales","medium"
"234",0.42,0.56,2,134,3,0,1,0,"support","low"
"6994",0.5,0.88,4,172,4,0,0,0,"support","medium"
"9958",0.58,0.43,3,224,6,0,0,0,"hr","low"
"11608",0.77,0.68,3,214,8,1,0,0,"management","high"
"12046",0.84,0.74,3,182,4,0,1,0,"technical","low"
"14566",0.33,0.88,6,219,5,0,1,0,"support","low"
"1186",0.43,0.49,2,135,3,0,1,0,"technical","low"
"3964",0.57,0.78,3,206,4,0,0,0,"RandD","medium"
"5451",0.52,0.9,4,285,2,0,0,0,"hr","low"
"2785",0.17,0.93,3,218,4,0,0,0,"technical","low"
"7878",0.43,0.46,2,239,3,1,0,0,"sales","medium"
"11592",0.54,0.64,3,190,7,0,0,0,"sales","medium"
"10533",0.52,0.64,4,268,3,0,0,0,"marketing","low"
"463",0.8,0.53,3,255,5,0,1,0,"technical","high"
"1684",0.44,0.54,2,135,3,0,1,0,"support","low"
"11279",0.66,0.53,3,164,6,0,0,0,"support","low"
"14034",0.57,0.99,3,222,3,1,0,1,"management","low"
"10200",0.61,0.56,2,160,3,0,0,0,"support","medium"
"13983",0.65,0.4,5,125,4,0,0,0,"sales","low"
"4102",1,0.93,5,182,3,1,0,0,"support","medium"
"9817",0.91,0.49,3,213,4,0,0,0,"technical","medium"
"12072",0.09,0.77,5,275,4,0,1,0,"product_mng","medium"
"10773",0.92,0.83,4,268,4,0,0,0,"sales","low"
"10164",0.9,0.59,3,247,2,0,0,0,"sales","medium"
"7754",0.96,0.63,4,142,4,0,0,0,"technical","medium"
"11515",0.39,0.52,2,102,8,0,0,0,"technical","medium"
"1076",0.74,0.89,4,267,5,0,1,0,"sales","medium"
"12238",0.43,0.45,2,135,3,0,1,0,"marketing","low"
"4547",0.71,0.79,4,133,3,0,0,1,"technical","medium"
"5236",0.91,0.79,5,273,4,1,0,0,"support","medium"
"995",0.38,0.45,2,127,3,0,1,0,"technical","low"
"4835",0.76,0.68,4,204,3,1,0,0,"sales","low"
"6085",0.57,0.65,5,144,3,1,0,0,"support","low"
"12375",0.86,0.84,5,254,5,0,1,0,"product_mng","medium"
"543",0.77,0.91,5,236,5,0,1,0,"marketing","medium"
"6598",0.9,0.97,4,239,4,0,0,0,"technical","medium"
"10228",0.59,0.37,3,125,2,0,0,0,"RandD","medium"
"14195",0.67,0.49,5,241,8,0,0,0,"sales","medium"
"9860",0.72,0.67,3,243,3,0,0,0,"sales","low"
"9415",0.64,0.62,4,145,3,1,0,0,"sales","low"
"4944",0.55,0.65,3,207,3,0,0,0,"technical","low"
"9358",0.83,0.8,4,150,3,0,0,0,"support","low"
"5187",0.78,0.93,3,200,3,0,0,0,"RandD","low"
"13533",0.78,0.68,2,159,3,1,0,0,"support","medium"
"14985",0.4,0.56,2,148,3,0,1,0,"technical","medium"
"6177",0.41,0.48,6,165,4,0,0,0,"IT","medium"
"11058",0.95,0.53,3,174,3,0,0,0,"support","medium"
"13506",0.91,0.64,3,241,10,0,0,0,"sales","medium"
"11056",0.45,0.48,3,145,2,0,0,0,"support","medium"
"13911",0.5,0.83,5,258,2,0,0,0,"IT","low"
"8675",0.64,0.72,4,254,3,0,0,0,"support","low"
"1366",0.1,0.83,6,293,4,0,1,0,"product_mng","low"
"4670",0.94,0.83,4,156,2,0,0,0,"sales","medium"
"4015",0.81,0.78,4,159,3,0,0,0,"support","low"
"1443",0.43,0.52,2,154,3,1,1,0,"product_mng","medium"
"4296",0.51,0.5,5,251,3,1,0,0,"sales","low"
"9925",0.77,0.93,3,227,3,0,0,0,"management","high"
"14825",0.81,0.97,5,243,5,0,1,0,"support","medium"
"13014",0.16,0.76,4,223,4,0,0,0,"technical","low"
"4523",0.9,0.56,3,220,3,0,0,0,"sales","low"
"2215",0.59,0.52,2,149,3,0,0,0,"accounting","medium"
"5519",0.5,0.78,3,206,3,1,0,1,"sales","high"
"6632",0.9,0.79,3,154,2,0,0,0,"product_mng","medium"
"2742",0.8,0.9,4,241,2,0,0,0,"IT","low"
"13749",0.6,0.9,4,260,2,0,0,0,"sales","medium"
"5508",0.88,0.76,3,223,3,0,0,0,"sales","medium"
"6929",0.97,0.96,5,210,6,1,0,0,"technical","low"
"10506",0.8,0.58,4,189,2,0,0,0,"support","medium"
"8230",0.65,0.56,3,230,2,0,0,0,"IT","high"
"8801",0.66,0.89,3,202,3,1,0,0,"sales","medium"
"6392",0.59,0.59,4,270,2,0,0,0,"technical","low"
"2247",0.67,0.85,3,160,4,0,0,0,"hr","medium"
"9140",0.69,0.68,4,225,3,0,0,0,"technical","low"
"1917",0.44,0.52,2,149,3,0,1,0,"marketing","low"
"14783",0.73,1,4,252,5,0,1,0,"technical","medium"
"10129",0.64,0.61,4,143,2,1,0,0,"support","high"
"8269",0.73,0.74,4,214,3,0,0,0,"sales","high"
"4113",0.88,0.98,3,160,2,0,0,0,"product_mng","medium"
"8701",0.62,0.68,3,253,5,1,0,0,"RandD","low"
"2763",0.91,0.85,3,248,3,0,0,0,"sales","medium"
"10460",0.49,0.89,3,213,2,0,0,0,"support","low"
"5654",0.84,0.71,4,273,3,0,0,0,"technical","low"
"3064",0.72,0.53,5,240,2,0,0,0,"sales","medium"
"6732",0.55,0.46,4,226,5,0,0,0,"sales","low"
"2076",0.41,0.47,4,104,3,0,0,0,"sales","low"
"2251",0.16,0.9,5,258,3,0,0,0,"technical","medium"
"6881",0.14,0.71,2,155,3,0,0,0,"sales","low"
"10012",0.87,0.91,3,229,3,1,0,0,"sales","medium"
"14686",0.87,1,5,242,5,0,1,0,"sales","low"
"5288",0.71,0.58,3,194,4,0,0,0,"sales","low"
"11883",0.6,0.45,3,104,4,0,0,0,"IT","low"
"13782",0.92,0.68,4,178,3,0,0,0,"product_mng","low"
"7575",0.24,0.5,4,209,3,0,0,0,"sales","medium"
"9273",0.95,0.51,3,254,4,0,0,0,"technical","medium"
"4545",0.85,0.5,4,159,2,0,0,1,"technical","medium"
"11348",0.69,0.72,4,185,10,1,0,0,"management","high"
"2075",0.45,0.66,3,111,4,0,0,0,"sales","low"
"3242",0.9,0.76,2,211,4,0,0,0,"technical","low"
"744",0.11,0.9,6,301,4,0,1,0,"technical","low"
"1398",0.43,0.53,2,146,3,0,1,0,"sales","medium"
"9966",0.57,0.7,3,248,2,0,0,0,"technical","medium"
"12908",0.82,0.67,3,229,3,0,0,0,"sales","medium"
"14773",0.37,0.53,2,131,3,0,1,0,"sales","low"
"2630",0.93,0.88,4,177,3,0,0,0,"technical","low"
"9861",0.97,0.49,4,213,2,0,0,0,"sales","medium"
"3252",0.66,0.59,5,262,2,0,0,0,"technical","medium"
"5832",0.28,0.46,4,260,2,0,0,0,"accounting","medium"
"12477",0.11,0.87,5,271,4,0,1,0,"sales","low"
"10354",0.45,0.43,4,253,4,0,0,0,"support","medium"
"14833",0.1,0.86,6,247,4,0,1,0,"sales","medium"
"4301",0.69,0.97,5,105,4,0,0,0,"sales","low"
"13249",0.72,0.85,5,237,4,0,0,0,"accounting","low"
"9003",0.9,0.9,3,147,3,1,0,0,"RandD","medium"
"2221",0.75,0.51,4,138,4,0,0,0,"marketing","medium"
"9774",0.83,0.74,4,233,3,0,0,0,"accounting","medium"
"91",0.4,0.5,2,130,3,0,1,0,"sales","low"
"4270",0.21,0.72,3,245,6,0,0,0,"IT","high"
"1576",0.8,0.83,5,275,5,0,1,0,"support","low"
"4031",0.64,0.51,4,207,2,0,0,0,"IT","low"
"1445",0.41,0.48,2,141,3,0,1,0,"IT","low"
"7758",0.45,0.48,5,287,5,0,0,0,"support","medium"
"6742",0.23,0.9,5,234,3,1,0,0,"sales","low"
"3560",0.15,0.52,4,265,6,0,0,0,"support","low"
"10831",0.59,0.39,5,200,4,0,0,0,"product_mng","medium"
"2906",0.69,0.9,2,155,2,0,0,0,"technical","low"
"6146",0.86,0.85,3,254,3,0,0,0,"technical","medium"
"11989",0.49,0.49,3,104,7,0,0,0,"product_mng","high"
"12436",0.41,0.47,2,135,3,0,1,0,"support","low"
"5990",0.43,0.46,4,169,5,0,0,0,"technical","high"
"8203",0.95,0.87,4,135,3,0,0,0,"technical","low"
"1087",0.9,0.86,5,254,5,0,1,0,"sales","high"
"628",0.41,0.46,2,156,3,1,1,0,"sales","low"
"4099",0.69,0.57,4,227,4,0,0,0,"support","medium"
"3162",1,0.59,4,174,3,0,0,0,"hr","low"
"12926",0.14,0.66,5,281,4,1,0,0,"accounting","medium"
"827",0.1,0.93,6,269,4,0,1,0,"IT","low"
"8817",0.55,0.92,4,257,2,0,0,0,"technical","high"
"10301",0.72,0.72,5,265,3,0,0,0,"RandD","high"
"13849",0.94,0.64,5,247,10,0,0,0,"sales","medium"
"433",0.44,0.51,2,150,3,0,1,0,"support","low"
"829",0.59,1,2,160,5,0,1,0,"product_mng","low"
"13572",0.62,0.75,5,165,4,0,0,0,"sales","medium"
"3829",0.58,0.79,5,262,2,0,0,0,"sales","high"
"5340",0.7,0.66,3,151,2,0,0,0,"RandD","low"
"7976",0.92,0.59,4,190,5,0,0,0,"technical","high"
"918",0.38,0.55,2,145,3,0,1,0,"support","low"
"12161",0.1,0.95,7,301,4,0,1,0,"marketing","low"
"13965",0.5,0.73,3,154,10,0,0,0,"IT","medium"
"13621",0.87,0.87,5,207,2,0,0,0,"sales","high"
"3701",0.58,0.8,3,181,4,0,0,0,"technical","high"
"10565",0.74,0.89,5,182,2,0,0,0,"hr","low"
"11003",0.13,0.5,3,137,5,0,0,0,"RandD","low"
"5559",0.61,0.97,4,198,2,0,0,0,"IT","high"
"8360",0.59,0.57,3,147,4,0,0,0,"technical","low"
"10062",0.96,0.95,6,215,4,0,0,0,"IT","low"
"5418",0.83,0.93,6,130,5,0,0,0,"RandD","low"
"11797",0.64,0.55,3,246,2,0,0,1,"marketing","high"
"6899",0.36,0.4,3,160,3,0,0,0,"accounting","medium"
"9292",0.57,0.65,4,265,3,0,0,0,"technical","low"
"9201",0.96,0.72,3,197,3,0,0,0,"technical","low"
"7201",0.89,0.76,3,251,2,1,0,0,"sales","low"
"2568",0.87,0.38,4,183,5,0,0,0,"support","medium"
"2097",0.86,1,4,256,3,0,0,0,"technical","medium"
"728",0.43,0.57,2,160,3,0,1,0,"technical","medium"
"8849",0.53,0.71,4,271,3,0,0,0,"IT","medium"
"5143",0.5,0.88,4,275,5,0,0,0,"accounting","low"
"13516",0.57,0.9,5,145,3,0,0,0,"accounting","low"
"9551",0.72,0.59,5,138,2,0,0,0,"sales","low"
"1261",0.09,0.95,6,260,4,1,1,0,"technical","low"
"4075",0.68,0.81,5,266,2,0,0,0,"accounting","medium"
"14750",0.87,1,5,261,5,1,1,0,"technical","medium"
"14615",0.92,0.93,5,240,5,0,1,0,"sales","low"
"2929",0.82,0.69,4,262,2,0,0,0,"sales","low"
"1473",0.43,0.48,2,157,3,0,1,0,"sales","medium"
"11531",0.6,0.65,2,225,10,0,0,0,"management","high"
"2707",0.43,0.68,3,197,2,0,0,0,"technical","low"
"11909",0.67,0.39,2,207,7,0,0,0,"sales","medium"
"10915",0.93,0.64,4,253,3,0,0,0,"RandD","low"
"2379",0.67,0.64,4,190,2,0,0,0,"sales","medium"
"14550",0.39,0.5,2,142,3,0,1,0,"hr","medium"
"5256",0.91,0.5,3,178,2,0,0,0,"product_mng","low"
"8938",0.9,0.61,3,185,3,0,0,0,"marketing","medium"
"659",0.38,0.53,2,146,3,0,1,0,"support","low"
"1702",0.09,0.77,6,282,5,0,1,0,"sales","medium"
"5289",0.94,0.7,3,271,4,0,0,0,"sales","medium"
"1484",0.11,0.87,6,254,4,0,1,0,"hr","low"
"3874",0.22,0.64,3,193,2,0,0,0,"technical","low"
"6206",0.55,0.96,4,267,3,0,0,0,"sales","medium"
"4438",0.98,0.84,4,182,3,0,0,0,"sales","medium"
"11537",0.56,0.98,5,171,3,1,0,0,"sales","low"
"3166",0.81,0.83,4,259,3,1,0,0,"technical","low"
"6280",0.23,0.97,4,200,3,0,0,0,"sales","low"
"12767",0.75,0.81,5,227,5,0,1,0,"technical","medium"
"3686",0.68,0.88,5,201,3,0,0,0,"sales","medium"
"2117",0.61,0.85,5,230,3,0,0,0,"support","low"
"13561",0.95,0.9,4,221,10,1,0,0,"management","high"
"6132",0.52,0.63,3,269,2,0,0,0,"sales","medium"
"6605",0.19,0.85,6,116,3,0,0,0,"technical","low"
"416",0.42,0.48,2,155,3,0,1,0,"hr","medium"
"6201",0.17,0.51,5,221,3,0,0,0,"sales","low"
"2939",0.52,0.67,4,210,3,1,0,0,"technical","low"
"12439",0.77,0.9,4,237,5,0,1,0,"support","low"
"3897",0.56,0.68,3,149,2,0,0,0,"management","medium"
"8028",0.86,0.79,3,106,6,1,0,0,"sales","medium"
"4048",0.67,0.81,3,221,4,1,0,0,"accounting","medium"
"6575",0.73,0.55,4,267,3,0,0,0,"sales","low"
"6576",0.77,0.67,5,207,2,0,0,0,"sales","low"
"10383",0.56,0.49,4,256,3,0,0,0,"accounting","low"
"4235",0.89,0.5,4,147,2,0,0,0,"technical","medium"
"185",0.36,0.55,2,141,3,0,1,0,"hr","medium"
"13705",0.51,0.64,3,203,3,0,0,0,"sales","low"
"5461",0.56,0.75,2,264,2,0,0,0,"technical","low"
"8447",0.82,0.54,4,164,3,0,0,0,"support","low"
"10802",0.9,0.77,4,273,2,0,0,0,"technical","low"
"6362",0.66,0.62,5,214,2,0,0,0,"sales","medium"
"6996",0.18,0.46,5,202,4,0,0,0,"support","medium"
"13149",0.92,0.6,5,236,3,1,0,1,"sales","medium"
"14943",0.2,0.5,5,135,6,0,1,0,"RandD","low"
"3302",0.49,0.69,2,147,2,0,0,0,"sales","medium"
"11993",0.62,0.85,3,237,3,1,0,0,"IT","medium"
"3111",0.57,0.99,4,222,2,0,0,0,"support","medium"
"7373",0.44,0.69,2,173,2,0,0,0,"technical","medium"
"3216",0.34,0.63,5,248,3,0,0,0,"sales","low"
"1843",0.38,0.51,2,159,3,0,1,0,"sales","low"
"13269",0.95,0.53,3,174,3,0,0,0,"support","medium"
"14991",0.89,0.88,5,228,5,1,1,0,"support","low"
"2955",0.98,0.96,5,139,3,0,0,0,"support","medium"
"6115",0.95,0.7,4,139,3,0,0,0,"marketing","low"
"3131",0.17,0.59,5,250,5,0,0,0,"marketing","low"
"10959",0.88,0.72,5,244,2,0,0,0,"technical","low"
"9252",0.28,0.92,3,151,3,0,0,0,"sales","low"
"9051",0.61,0.9,4,216,3,0,0,0,"technical","medium"
"6500",0.85,0.73,4,260,4,0,0,0,"sales","low"
"3348",0.45,0.39,4,275,3,0,0,0,"IT","medium"
"267",0.11,0.95,6,286,4,0,1,0,"technical","medium"
"8123",0.82,0.94,3,253,2,0,0,0,"hr","low"
"11328",0.59,0.64,5,269,3,0,0,0,"support","medium"
"9697",0.34,0.52,6,265,6,0,0,0,"sales","medium"
"13986",0.64,0.6,3,265,4,0,0,0,"sales","low"
"5570",0.88,0.69,3,248,4,0,0,0,"RandD","low"
"12409",0.91,0.92,4,246,5,0,1,0,"sales","low"
"5595",0.37,0.45,6,100,5,1,0,0,"sales","medium"
"13776",0.66,0.5,3,139,10,1,0,0,"sales","low"
"13773",0.73,0.56,3,245,8,0,0,0,"sales","medium"
"2541",0.9,0.84,2,199,3,0,0,0,"sales","low"
"172",0.41,0.46,2,160,3,0,1,1,"sales","low"
"4733",0.7,0.64,4,178,3,1,0,1,"marketing","high"
"8674",0.89,0.75,4,246,3,1,0,0,"support","low"
"7995",0.57,0.58,3,251,3,0,0,0,"technical","medium"
"10936",0.8,0.94,4,271,4,0,0,1,"sales","medium"
"13570",0.73,0.77,3,233,3,0,0,0,"sales","medium"
"5747",0.55,0.6,4,176,3,0,0,0,"sales","medium"
"8805",0.78,0.49,3,194,3,1,0,0,"sales","medium"
"12515",0.83,0.96,5,275,5,0,1,0,"support","low"
"12160",0.45,0.45,2,132,3,0,1,0,"marketing","low"
"7135",0.86,0.88,4,274,3,0,0,0,"hr","medium"
"12626",0.78,0.98,5,263,6,0,1,0,"sales","low"
"12204",0.1,0.93,6,256,4,0,1,0,"support","low"
"9641",0.64,0.55,3,201,2,0,0,0,"sales","low"
"7026",0.93,1,4,145,3,0,0,0,"accounting","medium"
"8961",0.77,0.56,3,167,4,0,0,0,"accounting","medium"
"1944",0.09,0.93,6,296,4,0,1,0,"technical","medium"
"3973",0.73,0.75,2,243,5,1,0,0,"technical","medium"
"6323",0.26,0.39,3,99,4,0,0,0,"IT","medium"
"14886",0.45,0.53,2,159,3,0,1,0,"sales","low"
"593",0.1,0.8,6,264,4,0,1,0,"technical","low"
"12076",0.11,0.79,7,306,4,0,1,0,"product_mng","medium"
"13605",0.33,0.97,5,130,4,0,0,0,"management","high"
"14331",0.4,0.46,2,132,3,0,1,0,"technical","low"
"524",0.74,0.82,4,239,6,0,1,0,"IT","low"
"13587",1,0.93,5,167,3,0,0,0,"sales","medium"
"14429",0.9,0.98,5,245,5,0,1,0,"IT","low"
"1606",0.43,0.54,2,153,3,0,1,0,"sales","low"
"5376",0.67,0.97,4,186,3,0,0,0,"hr","low"
"536",0.37,0.56,2,156,3,0,1,0,"sales","medium"
"9111",0.72,0.64,3,231,2,0,0,0,"accounting","medium"
"8331",0.51,0.54,4,166,4,1,0,0,"sales","low"
"9420",0.8,0.81,5,200,3,0,0,0,"hr","low"
"4276",0.88,0.58,5,266,3,1,0,0,"marketing","medium"
"9307",0.67,0.93,5,254,3,1,0,0,"RandD","medium"
"13463",0.78,0.5,5,247,4,0,0,0,"product_mng","medium"
"7360",0.79,0.5,4,252,3,1,0,0,"hr","medium"
"2187",0.83,0.54,3,149,3,0,0,0,"support","low"
"743",0.44,0.49,2,154,3,0,1,0,"support","low"
"4646",0.85,0.58,4,273,4,0,0,0,"IT","medium"
"12813",0.85,0.99,3,208,2,0,0,0,"product_mng","low"
"8082",0.77,0.52,4,241,3,0,0,0,"product_mng","medium"
"7387",0.69,0.59,5,182,4,0,0,0,"technical","high"
"14493",0.27,0.56,3,301,3,0,1,0,"support","low"
"2819",0.64,0.9,2,101,6,0,0,0,"IT","low"
"13024",0.91,0.75,4,159,3,1,0,0,"support","low"
"13819",0.77,0.68,3,214,8,1,0,0,"management","high"
"13592",0.24,0.62,6,225,6,0,0,0,"sales","low"
"13707",0.77,0.75,3,170,7,0,0,0,"sales","low"
"6267",0.72,0.81,4,200,2,0,0,0,"marketing","low"
"9719",0.96,0.9,3,175,3,1,0,0,"sales","low"
"8936",0.87,0.78,4,142,3,0,0,0,"management","medium"
"12496",0.82,0.99,4,263,6,0,1,0,"technical","medium"
"13658",0.31,0.7,3,132,3,0,0,0,"product_mng","low"
"6512",0.76,0.89,3,273,2,1,0,0,"sales","medium"
"8631",0.9,0.52,4,167,3,1,0,0,"technical","low"
"205",0.87,0.9,5,254,6,0,1,0,"support","low"
"4221",0.87,0.78,3,170,2,0,0,0,"sales","low"
"13223",0.21,0.7,3,238,8,0,0,0,"technical","medium"
"12432",0.41,0.57,2,160,3,0,1,0,"support","low"
"12740",0.11,0.85,7,275,4,0,1,0,"support","medium"
"12456",0.44,0.53,2,127,3,0,1,0,"RandD","medium"
"4645",0.71,0.79,3,189,3,0,0,0,"IT","medium"
"11956",0.83,0.76,2,255,7,0,0,0,"sales","low"
"2322",1,0.65,4,202,4,1,0,0,"hr","low"
"8284",0.21,0.96,4,287,5,0,0,0,"technical","medium"
"4351",0.94,0.68,5,151,2,0,0,0,"RandD","medium"
"12940",0.63,0.9,4,245,3,0,0,0,"technical","low"
"10097",0.29,0.4,4,138,4,0,0,0,"sales","low"
"4355",0.84,0.58,3,140,3,0,0,0,"accounting","medium"
"9187",0.74,0.67,4,148,3,0,0,0,"accounting","medium"
"890",0.11,0.79,6,281,4,0,1,0,"support","medium"
"2157",0.81,0.86,3,231,3,0,0,0,"sales","low"
"6496",0.6,0.71,3,195,2,0,0,0,"sales","low"
"1999",0.84,0.96,4,247,5,0,1,0,"sales","low"
"12942",0.74,0.83,4,210,3,0,0,0,"support","low"
"6346",0.69,0.56,2,214,2,0,0,0,"sales","low"
"2377",0.6,0.57,2,184,3,0,0,0,"sales","medium"
"14329",0.11,0.84,6,251,4,0,1,0,"technical","low"
"3267",0.71,0.59,4,138,3,0,0,0,"management","medium"
"4494",0.68,0.52,5,203,3,0,0,0,"IT","low"
"1404",0.86,0.96,5,245,6,0,1,0,"accounting","medium"
"1514",0.84,0.93,4,250,5,0,1,0,"IT","medium"
"12421",0.09,0.96,6,268,4,0,1,0,"technical","medium"
"9391",0.66,0.57,4,220,2,1,0,0,"support","medium"
"4175",0.48,0.71,2,140,3,1,0,0,"support","low"
